subID,part,block,trial,number,font_size,resp_RT
2,pre,0,1,0,100,0.67895042
2,pre,0,2,8,120,0.493414098
2,pre,0,3,8,120,0.36008113
2,pre,0,4,4,100,0.517099032
2,pre,0,5,4,100,0.496469655
2,pre,0,6,8,48,0.348424263
2,pre,0,7,2,72,0.39167942
2,pre,0,8,8,72,0.357394034
2,pre,0,9,0,48,0.37167944
2,pre,0,10,8,100,0.366914442
2,pre,0,11,7,72,0.36507693
2,pre,0,12,3,120,0.313613238
2,pre,0,13,6,100,0.582231403
2,pre,0,14,6,100,0.435045868
2,pre,0,15,1,120,0.366850406
2,pre,0,16,0,100,0.378330919
2,pre,0,17,9,120,0.566181766
2,pre,0,18,0,48,0.37272661
2,pre,0,19,5,120,0.40071939
2,pre,0,20,8,120,0.363558568
2,pre,0,21,4,48,0.376972132
2,pre,0,22,1,120,0.373576194
2,pre,0,23,7,72,0.372476289
2,pre,0,24,4,120,0.384394777
2,pre,0,25,9,72,0.365903228
2,pre,0,26,2,100,0.362389492
2,pre,0,27,0,72,0.375655808
2,pre,0,28,6,120,0.388269441
2,pre,0,29,9,94,0.366076843
2,pre,0,30,9,48,0.380047551
2,pre,0,31,4,72,0.362394971
2,pre,0,32,2,94,0.358350116
2,pre,0,33,8,72,0.370647338
2,pre,0,34,9,48,0.306082042
2,pre,0,35,0,100,0.334971319
2,pre,0,36,7,48,0.363956137
2,pre,0,37,6,94,0.345548143
2,pre,0,38,3,100,0.310193672
2,pre,0,39,7,94,0.370041568
2,pre,0,40,2,72,0.350891173
2,pre,0,41,4,100,0.331120968
2,pre,0,42,6,100,0.344887583
2,pre,0,43,2,48,0.26463392
2,pre,0,44,2,94,0.309439627
2,pre,0,45,5,72,0.259776807
2,pre,0,46,1,94,0.239848397
2,pre,0,47,7,94,0.347856504
2,pre,0,48,6,94,0.328462294
2,pre,0,49,9,94,0.327119602
2,pre,0,50,7,94,0.32454688
2,pre,0,51,8,72,0.371154143
2,pre,0,52,7,72,0.383422601
2,pre,0,53,0,48,0.333451588
2,pre,0,54,0,100,0.331855493
2,pre,0,55,2,94,0.312722904
2,pre,0,56,2,94,0.310897035
2,pre,0,57,1,100,0.355894164
2,pre,0,58,1,72,0.353687506
2,pre,0,59,3,48,0.337066343
2,pre,0,60,7,120,NaN
2,pre,0,61,6,100,0.489448688
2,pre,0,62,1,48,0.536442562
2,pre,0,63,6,48,0.389430984
2,pre,0,64,5,94,0.357022491
2,pre,0,65,3,94,0.304959194
2,pre,0,66,2,120,NaN
2,pre,0,67,6,48,0.379561976
2,pre,0,68,5,48,0.313355726
2,pre,0,69,8,94,0.231266606
2,pre,0,70,1,48,0.293498885
2,pre,0,71,9,48,0.243039559
2,pre,0,72,4,100,0.226166705
2,pre,0,73,5,94,0.190518424
2,pre,0,74,8,48,0.284868811
2,pre,0,75,7,120,0.329970383
2,pre,0,76,0,120,0.358023089
2,pre,0,77,7,48,0.371446584
2,pre,0,78,9,72,0.369279306
2,pre,0,79,7,100,0.430515096
2,pre,0,80,8,48,0.494067466
2,pre,0,81,9,72,0.428018737
2,pre,0,82,2,94,0.329464262
2,pre,0,83,3,94,0.29482651
2,pre,0,84,1,120,0.850128396
2,pre,0,85,5,48,0.768369384
2,pre,0,86,7,100,0.526478699
2,pre,0,87,7,94,0.410581206
2,pre,0,88,8,48,0.424825863
2,pre,0,89,4,48,0.407117466
2,pre,0,90,9,100,0.387447252
2,pre,0,91,0,100,0.35290367
2,pre,0,92,7,72,0.333826213
2,pre,0,93,7,100,0.363619864
2,pre,0,94,0,48,0.394405896
2,pre,0,95,8,120,0.3433634
2,pre,0,96,2,48,0.37333957
2,pre,0,97,0,120,0.449114169
2,pre,0,98,6,120,0.333558086
2,pre,0,99,2,120,0.427525286
2,pre,0,100,8,72,0.361705304
2,pre,0,101,6,100,0.358083015
2,pre,0,102,6,120,0.419579057
2,pre,0,103,8,94,0.399237669
2,pre,0,104,6,100,0.364403016
2,pre,0,105,5,72,0.522494455
2,pre,0,106,9,48,0.342916864
2,pre,0,107,0,48,0.342196036
2,pre,0,108,7,94,0.35547468
2,pre,0,109,4,72,0.354301494
2,pre,0,110,4,72,0.319319936
2,pre,0,111,3,72,0.348511242
2,pre,0,112,6,94,0.617315691
2,pre,0,113,5,120,0.422720566
2,pre,0,114,8,72,1.14817586
2,pre,0,115,4,48,1.149953788
2,pre,0,116,7,100,0.047291793
2,pre,0,117,9,72,0.205181537
2,pre,0,118,7,94,0.249537283
2,pre,0,119,3,94,0.312645856
2,pre,0,120,8,100,0.852651808
2,pre,0,121,1,100,0.802393834
2,pre,0,122,9,72,0.896687718
2,pre,0,123,5,94,0.813329872
2,pre,0,124,6,120,0.809398021
2,pre,0,125,9,120,1.044077003
2,pre,0,126,8,120,NaN
2,pre,0,127,2,72,0.350870284
2,pre,0,128,5,48,0.365524836
2,pre,0,129,5,72,0.379124343
2,pre,0,130,7,72,0.425873717
2,pre,0,131,5,72,0.457560013
2,pre,0,132,8,48,0.74338833
2,pre,0,133,2,48,0.70943271
2,pre,0,134,7,120,0.561160625
2,pre,0,135,4,48,0.608962991
2,pre,0,136,2,100,0.447346514
2,pre,0,137,7,94,0.379048665
2,pre,0,138,9,94,0.457073754
2,pre,0,139,0,100,0.615487768
2,pre,0,140,9,120,0.466947898
2,pre,0,141,7,72,0.384304031
2,pre,0,142,7,72,0.431655066
2,pre,0,143,1,94,0.379236662
2,pre,0,144,2,120,0.503494047
2,pre,0,145,4,94,0.387872558
2,pre,0,146,8,100,0.385001916
2,pre,0,147,8,120,0.381492631
2,pre,0,148,6,120,0.393981275
2,pre,0,149,9,48,0.376426632
2,pre,0,150,2,120,0.390133663
2,pre,0,151,4,100,0.386362072
2,pre,0,152,7,72,0.415506807
2,pre,0,153,2,120,0.381426883
2,pre,0,154,6,100,0.394039489
2,pre,0,155,2,94,0.424910444
2,pre,0,156,2,120,0.419809517
2,pre,0,157,3,100,0.353201931
2,pre,0,158,2,94,0.782735948
2,pre,0,159,0,72,0.685499167
2,pre,0,160,9,94,0.553616416
2,post,1,1,8,94,NaN
2,post,1,2,9,48,0.367083948
2,post,1,3,6,120,0.346563466
2,post,1,4,5,48,0.344429404
2,post,1,5,2,100,0.342928849
2,post,1,6,3,48,0.482223287
2,post,1,7,6,72,1.149884959
2,post,1,8,4,72,0.36951045
2,post,1,9,2,72,0.361747766
2,post,1,10,7,100,0.40705206
2,post,1,11,0,100,0.404686169
2,post,1,12,7,94,0.368845097
2,post,1,13,7,94,0.367532539
2,post,1,14,8,100,0.333619382
2,post,1,15,0,100,0.363278113
2,post,1,16,7,120,0.408257778
2,post,1,17,3,48,0.340999564
2,post,1,18,5,72,0.692318782
2,post,1,19,5,100,0.56065656
2,post,1,20,2,100,0.396452636
2,post,1,21,4,100,0.312641405
2,post,1,22,0,100,0.261266404
2,post,1,23,7,100,0.355768832
2,post,1,24,5,120,0.368222548
2,post,1,25,0,48,0.349302612
2,post,1,26,8,94,0.395309927
2,post,1,27,6,48,0.408544397
2,post,1,28,7,48,0.438590766
2,post,1,29,9,48,0.436591624
2,post,1,30,9,120,0.400330725
2,post,1,31,5,72,0.429896999
2,post,1,32,8,48,0.400450577
2,post,1,33,2,72,0.361870016
2,post,1,34,0,100,0.359031221
2,post,1,35,4,120,0.466054482
2,post,1,36,3,120,0.852784673
2,post,1,37,7,120,0.34699288
2,post,1,38,1,72,0.56934519
2,post,1,39,0,48,0.37383576
2,post,1,40,7,120,0.179062568
2,post,1,41,8,48,0.368899544
2,post,1,42,9,72,0.383026745
2,post,1,43,0,94,0.364726618
2,post,1,44,2,120,0.409018671
2,post,1,45,2,72,0.406849338
2,post,1,46,6,72,0.435465694
2,post,1,47,0,120,0.448191646
2,post,1,48,2,72,0.430227107
2,post,1,49,8,100,0.394619576
2,post,1,50,2,100,0.392179034
2,post,1,51,9,48,0.421709009
2,post,1,52,9,72,0.38761847
2,post,1,53,3,100,0.296594507
2,post,1,54,1,48,0.25388177
2,post,1,55,7,94,0.411577353
2,post,1,56,8,72,0.360608824
2,post,1,57,2,72,0.37585716
2,post,1,58,4,94,0.372211586
2,post,1,59,4,100,0.529768825
2,post,1,60,1,48,0.448011183
2,post,1,61,8,48,0.381662822
2,post,1,62,5,72,0.459815297
2,post,1,63,7,120,0.488142295
2,post,1,64,0,100,0.452773099
2,post,1,65,0,72,0.579339187
2,post,1,66,3,72,0.346328554
2,post,1,67,4,94,0.223445708
2,post,1,68,6,94,0.381239228
2,post,1,69,9,72,0.378664451
2,post,1,70,6,48,0.345938177
2,post,1,71,5,48,0.392344088
2,post,1,72,2,94,0.422740427
2,post,1,73,8,48,0.467338618
2,post,1,74,9,120,0.463144118
2,post,1,75,9,100,0.444175898
2,post,1,76,5,100,0.537114764
2,post,1,77,9,100,0.519120432
2,post,1,78,9,48,0.42068992
2,post,1,79,1,120,0.450382895
2,post,1,80,9,120,0.446920524
2,post,1,81,7,100,0.257406807
2,post,1,82,9,48,0.249599949
2,post,1,83,8,120,0.470085982
2,post,1,84,1,120,0.41964138
2,post,1,85,3,94,0.417199469
2,post,1,86,9,120,0.461192232
2,post,1,87,1,100,0.410629832
2,post,1,88,5,100,0.39156847
2,post,1,89,1,100,0.374301816
2,post,1,90,5,72,0.403473603
2,post,1,91,1,100,0.432060852
2,post,1,92,6,94,0.413382334
2,post,1,93,8,100,0.425265893
2,post,1,94,9,72,0.408071835
2,post,1,95,0,72,0.387774963
2,post,1,96,9,48,0.386955514
2,post,1,97,5,48,0.2567733
2,post,1,98,9,72,0.509968828
2,post,1,99,5,120,0.570950873
2,post,1,100,2,48,0.521176419
2,post,1,101,2,94,0.886121853
2,post,1,102,7,94,0.867209451
2,post,1,103,8,94,0.407153421
2,post,1,104,3,100,0.399293143
2,post,1,105,2,48,0.451023593
2,post,1,106,1,72,0.762501057
2,post,1,107,1,120,0.566386885
2,post,1,108,2,100,0.420704987
2,post,1,109,1,72,0.419016435
2,post,1,110,3,48,0.353357055
2,post,1,111,7,94,0.766533242
2,post,1,112,6,72,0.508394649
2,post,1,113,9,48,0.409828532
2,post,1,114,7,72,0.390518219
2,post,1,115,0,48,0.373874113
2,post,1,116,5,120,0.387773936
2,post,1,117,7,120,0.414862
2,post,1,118,8,72,0.412832724
2,post,1,119,7,100,0.440625521
2,post,1,120,1,100,0.454177772
2,post,1,121,1,120,0.48126789
2,post,1,122,1,48,0.431145178
2,post,1,123,3,72,0.412402282
2,post,1,124,2,72,NaN
2,post,1,125,4,94,0.375493493
2,post,1,126,0,72,0.356125993
2,post,1,127,7,94,0.401545688
2,post,1,128,8,120,0.493608944
2,post,1,129,6,100,0.667579145
2,post,1,130,0,100,0.339818502
2,post,1,131,2,94,0.358175131
2,post,1,132,6,100,0.388753988
2,post,1,133,7,48,0.386514799
2,post,1,134,7,72,0.704789962
2,post,1,135,5,48,0.510574255
2,post,1,136,5,94,0.429171377
2,post,1,137,2,120,0.355801021
2,post,1,138,4,100,0.353697094
2,post,1,139,0,120,0.451510879
2,post,1,140,0,94,0.463725917
2,post,1,141,3,120,0.365864533
2,post,1,142,2,94,0.490945476
2,post,1,143,1,94,0.359302773
2,post,1,144,2,48,0.725623088
2,post,1,145,6,72,0.642768281
2,post,1,146,8,48,0.514131481
2,post,1,147,3,48,0.400378323
2,post,1,148,9,72,0.381804933
2,post,1,149,8,94,0.746235343
2,post,1,150,8,120,0.503104697
2,post,1,151,4,48,0.421247063
2,post,1,152,9,100,0.451493415
2,post,1,153,9,72,0.435872508
2,post,1,154,2,100,0.590271117
2,post,1,155,3,120,NaN
2,post,1,156,0,100,0.393007044
2,post,1,157,2,100,0.405028263
2,post,1,158,6,48,0.403251362
2,post,1,159,4,120,0.400156082
2,post,1,160,5,94,0.622178969